time,value
2018-09-28 06:49:16.923,8.142857142857142
2018-09-28 06:49:19.923,8.166666666666666
2018-09-28 06:49:22.924,8.166666666666666
2018-09-28 06:49:25.924,8.142857142857142
2018-09-28 06:49:28.924,8.333333333333334
2018-09-28 06:49:31.925,8.142857142857142
2018-09-28 06:49:34.925,8.2
2018-09-28 06:49:37.925,8.142857142857142
2018-09-28 06:49:40.926,8.166666666666666
2018-09-28 06:49:43.926,8.166666666666666
2018-09-28 06:49:46.926,8.333333333333334
2018-09-28 06:49:49.927,8.142857142857142
2018-09-28 06:49:52.927,8.142857142857142
2018-09-28 06:49:55.927,8.142857142857142
2018-09-28 06:49:58.928,8.142857142857142
2018-09-28 06:50:01.928,8.2
2018-09-28 06:50:04.928,8.166666666666666
2018-09-28 06:50:07.928,8.166666666666666
2018-09-28 06:50:10.929,8.2
2018-09-28 06:50:13.929,8.333333333333334
2018-09-28 06:50:16.930,2.2
2018-09-28 06:50:19.930,2.25
2018-09-28 06:50:22.930,2.142857142857143
2018-09-28 06:50:25.931,2.3333333333333335
2018-09-28 06:50:28.931,2.142857142857143
2018-09-28 06:50:31.931,2.3333333333333335
2018-09-28 06:50:34.932,2.25
2018-09-28 06:50:37.932,2.1666666666666665
2018-09-28 06:50:40.933,2.142857142857143
2018-09-28 06:50:43.933,2.25
2018-09-28 06:50:46.934,2.25
2018-09-28 06:50:49.934,2.1666666666666665
2018-09-28 06:50:52.935,2.25
2018-09-28 06:50:55.935,2.1666666666666665
2018-09-28 06:50:58.935,2.1666666666666665
2018-09-28 06:51:01.936,4.25
2018-09-28 06:51:04.936,4.2
2018-09-28 06:51:07.936,4.2
2018-09-28 06:51:10.936,4.142857142857143
2018-09-28 06:51:13.937,4.166666666666667
2018-09-28 06:51:16.937,4.25
2018-09-28 06:51:19.938,4.25
2018-09-28 06:51:22.938,4.142857142857143
2018-09-28 06:51:25.938,4.333333333333333
2018-09-28 06:51:28.939,4.142857142857143
2018-09-28 06:51:31.939,4.142857142857143
2018-09-28 06:51:34.939,4.25
2018-09-28 06:51:37.940,4.166666666666667
2018-09-28 06:51:40.940,4.142857142857143
2018-09-28 06:51:43.941,4.2
2018-09-28 06:51:46.941,4.2
2018-09-28 06:51:49.941,4.2
2018-09-28 06:51:52.942,4.166666666666667
2018-09-28 06:51:55.942,4.333333333333333
2018-09-28 06:51:58.942,4.333333333333333
2018-09-28 06:52:01.943,4.166666666666667
2018-09-28 06:52:04.943,4.2
2018-09-28 06:52:07.944,4.2
2018-09-28 06:52:10.944,4.333333333333333
2018-09-28 06:52:13.944,4.166666666666667
2018-09-28 06:52:16.945,4.25
2018-09-28 06:52:19.945,4.142857142857143
2018-09-28 06:52:22.945,4.142857142857143
2018-09-28 06:52:25.946,4.333333333333333
2018-09-28 06:52:28.946,4.166666666666667
2018-09-28 06:52:31.947,4.333333333333333
2018-09-28 06:52:34.947,4.2
2018-09-28 06:52:37.947,4.25
2018-09-28 06:52:40.948,8.142857142857142
2018-09-28 06:52:43.948,8.333333333333334
2018-09-28 06:52:46.948,8.333333333333334
2018-09-28 06:52:49.949,8.2
2018-09-28 06:52:52.949,8.25
2018-09-28 06:52:55.949,8.333333333333334
2018-09-28 06:52:58.950,8.333333333333334
2018-09-28 06:53:01.950,8.333333333333334
2018-09-28 06:53:04.951,8.25
2018-09-28 06:53:07.951,8.166666666666666
2018-09-28 06:53:10.951,8.2
2018-09-28 06:53:13.952,8.166666666666666
2018-09-28 06:53:16.952,8.333333333333334
2018-09-28 06:53:19.952,8.166666666666666
2018-09-28 06:53:22.953,8.333333333333334
2018-09-28 06:53:25.953,8.2
2018-09-28 06:53:28.954,8.333333333333334
2018-09-28 06:53:31.954,8.333333333333334
2018-09-28 06:53:34.954,8.166666666666666
2018-09-28 06:53:37.955,8.333333333333334
2018-09-28 06:53:40.955,8.2
2018-09-28 06:53:43.956,8.333333333333334
2018-09-28 06:53:46.956,8.333333333333334
2018-09-28 06:53:49.956,8.333333333333334
2018-09-28 06:53:52.957,8.25
2018-09-28 06:53:55.957,8.333333333333334
2018-09-28 06:53:58.957,8.166666666666666
2018-09-28 06:54:01.958,8.333333333333334
2018-09-28 06:54:04.964,8.25
2018-09-28 06:54:07.964,8.142857142857142
2018-09-28 06:54:10.964,8.2
2018-09-28 06:54:13.965,8.166666666666666
2018-09-28 06:54:16.965,8.333333333333334
2018-09-28 06:54:19.965,6.333333333333333
2018-09-28 06:54:22.966,6.25
2018-09-28 06:54:25.966,6.166666666666667
2018-09-28 06:54:28.967,6.166666666666667
2018-09-28 06:54:31.967,6.25
2018-09-28 06:54:34.967,6.166666666666667
2018-09-28 06:54:37.968,6.333333333333333
2018-09-28 06:54:40.968,6.166666666666667
2018-09-28 06:54:43.968,6.166666666666667
2018-09-28 06:54:46.969,6.142857142857143
2018-09-28 06:54:49.969,6.25
2018-09-28 06:54:52.969,6.25
2018-09-28 06:54:55.970,6.2
2018-09-28 06:54:58.970,6.2
2018-09-28 06:55:01.970,6.166666666666667
2018-09-28 06:55:04.971,6.2
2018-09-28 06:55:07.971,6.166666666666667
2018-09-28 06:55:10.971,6.2
2018-09-28 06:55:13.972,6.25
2018-09-28 06:55:16.972,6.166666666666667
2018-09-28 06:55:19.973,6.2
2018-09-28 06:55:22.973,6.25
2018-09-28 06:55:25.973,6.2
2018-09-28 06:55:28.977,6.166666666666667
2018-09-28 06:55:31.977,6.333333333333333
2018-09-28 06:55:34.977,6.2
2018-09-28 06:55:37.978,6.333333333333333
2018-09-28 06:55:40.978,6.333333333333333
2018-09-28 06:55:43.978,6.333333333333333
2018-09-28 06:55:46.979,6.142857142857143
2018-09-28 06:55:49.979,6.25
2018-09-28 06:55:52.980,6.2
2018-09-28 06:55:55.980,6.2
2018-09-28 06:55:58.980,6.333333333333333
2018-09-28 06:56:01.980,6.142857142857143
2018-09-28 06:56:04.981,6.333333333333333
2018-09-28 06:56:07.981,6.166666666666667
2018-09-28 06:56:10.982,6.2
2018-09-28 06:56:13.982,6.166666666666667
2018-09-28 06:56:16.982,6.166666666666667
2018-09-28 06:56:19.983,6.25
2018-09-28 06:56:22.983,6.142857142857143
2018-09-28 06:56:25.983,6.333333333333333
2018-09-28 06:56:28.984,6.166666666666667
2018-09-28 06:56:31.985,6.25
2018-09-28 06:56:34.985,6.142857142857143
2018-09-28 06:56:37.985,6.2
2018-09-28 06:56:40.986,6.333333333333333
2018-09-28 06:56:43.986,6.142857142857143
2018-09-28 06:56:46.986,6.2
2018-09-28 06:56:49.987,6.333333333333333
2018-09-28 06:56:52.987,6.142857142857143
2018-09-28 06:56:55.988,6.2
2018-09-28 06:56:58.988,6.333333333333333
2018-09-28 06:57:01.988,6.166666666666667
2018-09-28 06:57:04.989,6.142857142857143
2018-09-28 06:57:07.989,6.333333333333333
2018-09-28 06:57:10.990,6.166666666666667
2018-09-28 06:57:13.990,6.142857142857143
2018-09-28 06:57:16.990,2.3333333333333335
2018-09-28 06:57:19.991,2.142857142857143
2018-09-28 06:57:22.991,2.142857142857143
2018-09-28 06:57:25.992,2.3333333333333335
2018-09-28 06:57:28.992,2.2
2018-09-28 06:57:31.992,2.3333333333333335
2018-09-28 06:57:34.992,2.2
2018-09-28 06:57:37.993,2.2
2018-09-28 06:57:40.993,2.2
2018-09-28 06:57:43.993,2.142857142857143
2018-09-28 06:57:46.994,2.142857142857143
2018-09-28 06:57:49.994,2.3333333333333335
2018-09-28 06:57:52.995,2.1666666666666665
2018-09-28 06:57:55.995,2.2
2018-09-28 06:57:58.996,2.2
2018-09-28 06:58:01.996,2.3333333333333335
2018-09-28 06:58:04.996,2.25
2018-09-28 06:58:07.996,2.25
2018-09-28 06:58:10.997,2.2
2018-09-28 06:58:13.997,2.1666666666666665
2018-09-28 06:58:16.997,2.25
2018-09-28 06:58:19.998,2.25
2018-09-28 06:58:22.998,2.25
2018-09-28 06:58:25.998,2.3333333333333335
2018-09-28 06:58:28.999,2.1666666666666665
2018-09-28 06:58:31.999,2.2
2018-09-28 06:58:35.000,2.2
2018-09-28 06:58:38.000,2.1666666666666665
2018-09-28 06:58:41.000,2.1666666666666665
2018-09-28 06:58:44.001,2.25
2018-09-28 06:58:47.001,2.3333333333333335
2018-09-28 06:58:50.002,2.25
2018-09-28 06:58:53.002,2.2
2018-09-28 06:58:56.002,2.25
2018-09-28 06:58:59.003,2.3333333333333335
2018-09-28 06:59:02.003,2.142857142857143
2018-09-28 06:59:05.004,2.142857142857143
2018-09-28 06:59:08.004,2.25
2018-09-28 06:59:11.004,2.1666666666666665
2018-09-28 06:59:14.005,2.142857142857143
2018-09-28 06:59:17.005,2.1666666666666665
2018-09-28 06:59:20.005,2.2
2018-09-28 06:59:23.006,2.1666666666666665
2018-09-28 06:59:26.006,2.25
2018-09-28 06:59:29.007,2.1666666666666665
2018-09-28 06:59:32.007,2.25
2018-09-28 06:59:35.007,2.142857142857143
2018-09-28 06:59:38.007,2.3333333333333335
2018-09-28 06:59:41.008,2.1666666666666665
2018-09-28 06:59:44.008,2.25
2018-09-28 06:59:47.009,2.3333333333333335
2018-09-28 06:59:50.009,2.2
2018-09-28 06:59:53.009,2.3333333333333335
2018-09-28 06:59:56.010,2.3333333333333335
2018-09-28 06:59:59.010,2.2
2018-09-28 07:00:02.011,2.142857142857143
2018-09-28 07:00:05.011,2.1666666666666665
2018-09-28 07:00:08.012,2.1666666666666665
2018-09-28 07:00:11.012,2.1666666666666665
2018-09-28 07:00:14.012,2.1666666666666665
2018-09-28 07:00:17.013,2.3333333333333335
2018-09-28 07:00:20.013,2.2
2018-09-28 07:00:23.013,2.142857142857143
2018-09-28 07:00:26.014,2.25
2018-09-28 07:00:29.014,2.142857142857143
2018-09-28 07:00:32.015,2.142857142857143
2018-09-28 07:00:35.015,2.3333333333333335
2018-09-28 07:00:38.015,2.2
2018-09-28 07:00:41.016,2.1666666666666665
2018-09-28 07:00:44.016,4.142857142857143
2018-09-28 07:00:47.016,4.2
2018-09-28 07:00:50.017,4.142857142857143
2018-09-28 07:00:53.017,8.25
2018-09-28 07:00:56.017,8.166666666666666
2018-09-28 07:00:59.018,8.2
2018-09-28 07:01:02.018,8.25
2018-09-28 07:01:05.019,8.142857142857142
2018-09-28 07:01:08.019,8.166666666666666
2018-09-28 07:01:11.019,8.25
2018-09-28 07:01:14.020,8.2
2018-09-28 07:01:17.020,8.333333333333334
2018-09-28 07:01:20.020,8.142857142857142
2018-09-28 07:01:23.021,8.333333333333334
2018-09-28 07:01:26.021,8.333333333333334
2018-09-28 07:01:29.021,8.333333333333334
2018-09-28 07:01:32.022,8.2
2018-09-28 07:01:35.022,8.142857142857142
2018-09-28 07:01:38.022,8.142857142857142
2018-09-28 07:01:41.023,8.142857142857142
2018-09-28 07:01:44.023,8.2
2018-09-28 07:01:47.024,8.142857142857142
2018-09-28 07:01:50.024,8.2
2018-09-28 07:01:53.024,8.166666666666666
2018-09-28 07:01:56.025,8.333333333333334
2018-09-28 07:01:59.025,8.2
2018-09-28 07:02:02.025,8.25
2018-09-28 07:02:05.026,8.2
2018-09-28 07:02:08.026,8.142857142857142
2018-09-28 07:02:11.026,8.25
2018-09-28 07:02:14.027,8.333333333333334
2018-09-28 07:02:17.027,4.2
2018-09-28 07:02:20.027,4.333333333333333
2018-09-28 07:02:23.028,4.25
2018-09-28 07:02:26.028,4.142857142857143
2018-09-28 07:02:29.028,4.2
2018-09-28 07:02:32.029,4.2
2018-09-28 07:02:35.029,4.2
2018-09-28 07:02:38.029,4.25
2018-09-28 07:02:41.029,4.25
2018-09-28 07:02:44.030,4.25
2018-09-28 07:02:47.030,4.2
2018-09-28 07:02:50.030,4.2
2018-09-28 07:02:53.031,4.2
2018-09-28 07:02:56.031,4.142857142857143
2018-09-28 07:02:59.032,4.2
2018-09-28 07:03:02.032,4.166666666666667
2018-09-28 07:03:05.032,4.25
2018-09-28 07:03:08.032,4.25
2018-09-28 07:03:11.033,4.142857142857143
2018-09-28 07:03:14.033,4.333333333333333
2018-09-28 07:03:17.033,4.142857142857143
2018-09-28 07:03:20.034,4.333333333333333
2018-09-28 07:03:23.034,4.166666666666667
2018-09-28 07:03:26.035,4.2
2018-09-28 07:03:29.035,4.333333333333333
2018-09-28 07:03:32.035,8.333333333333334
2018-09-28 07:03:35.036,8.25
2018-09-28 07:03:38.036,8.166666666666666
2018-09-28 07:03:41.036,8.25
2018-09-28 07:03:44.037,8.333333333333334
2018-09-28 07:03:47.037,8.25
2018-09-28 07:03:50.037,8.166666666666666
2018-09-28 07:03:53.038,8.25
2018-09-28 07:03:56.038,8.142857142857142
2018-09-28 07:03:59.039,8.142857142857142
2018-09-28 07:04:02.039,8.166666666666666
2018-09-28 07:04:05.039,8.2
2018-09-28 07:04:08.039,8.2
2018-09-28 07:04:11.040,8.166666666666666
2018-09-28 07:04:14.040,8.333333333333334
2018-09-28 07:04:17.041,8.166666666666666
2018-09-28 07:04:20.048,8.25
2018-09-28 07:04:23.048,8.166666666666666
2018-09-28 07:04:26.049,8.25
2018-09-28 07:04:29.049,8.166666666666666
2018-09-28 07:04:32.049,8.142857142857142
2018-09-28 07:04:35.050,8.333333333333334
2018-09-28 07:04:38.050,8.333333333333334
2018-09-28 07:04:41.051,8.333333333333334
2018-09-28 07:04:44.051,8.25
2018-09-28 07:04:47.051,8.333333333333334
2018-09-28 07:04:50.052,8.333333333333334
2018-09-28 07:04:53.052,8.333333333333334
2018-09-28 07:04:56.052,8.142857142857142
2018-09-28 07:04:59.053,8.333333333333334
2018-09-28 07:05:02.053,8.142857142857142
2018-09-28 07:05:05.054,8.166666666666666
2018-09-28 07:05:08.054,8.166666666666666
2018-09-28 07:05:11.054,8.333333333333334
2018-09-28 07:05:14.055,8.142857142857142
2018-09-28 07:05:17.055,8.142857142857142
2018-09-28 07:05:20.055,8.2
2018-09-28 07:05:23.056,8.2
2018-09-28 07:05:26.056,8.25
2018-09-28 07:05:29.056,8.142857142857142
2018-09-28 07:05:32.057,6.25
2018-09-28 07:05:35.057,6.166666666666667
2018-09-28 07:05:38.057,6.142857142857143
2018-09-28 07:05:41.058,6.2
2018-09-28 07:05:44.058,6.333333333333333
2018-09-28 07:05:47.058,6.142857142857143
2018-09-28 07:05:50.059,6.333333333333333
2018-09-28 07:05:53.059,6.166666666666667
2018-09-28 07:05:56.060,6.166666666666667
2018-09-28 07:05:59.060,6.25
2018-09-28 07:06:02.060,6.2
2018-09-28 07:06:05.061,6.166666666666667
2018-09-28 07:06:08.061,6.166666666666667
2018-09-28 07:06:11.061,6.166666666666667
2018-09-28 07:06:14.062,6.25
2018-09-28 07:06:17.062,6.2
2018-09-28 07:06:20.063,6.166666666666667
2018-09-28 07:06:23.063,6.2
2018-09-28 07:06:26.063,6.333333333333333
2018-09-28 07:06:29.064,6.166666666666667
2018-09-28 07:06:32.064,6.333333333333333
2018-09-28 07:06:35.064,6.25
2018-09-28 07:06:38.065,6.166666666666667
2018-09-28 07:06:41.065,6.25
2018-09-28 07:06:44.066,6.333333333333333
2018-09-28 07:06:47.066,6.142857142857143
2018-09-28 07:06:50.067,6.25
2018-09-28 07:06:53.067,6.142857142857143
2018-09-28 07:06:56.067,6.166666666666667
2018-09-28 07:06:59.068,6.25
2018-09-28 07:07:02.068,6.142857142857143
2018-09-28 07:07:05.069,6.333333333333333
2018-09-28 07:07:08.069,6.25
2018-09-28 07:07:11.069,6.333333333333333
2018-09-28 07:07:14.070,6.142857142857143
2018-09-28 07:07:17.070,6.2
2018-09-28 07:07:20.071,6.142857142857143
2018-09-28 07:07:23.071,6.166666666666667
2018-09-28 07:07:26.071,2.25
2018-09-28 07:07:29.072,2.2
2018-09-28 07:07:32.072,2.3333333333333335
2018-09-28 07:07:35.073,2.3333333333333335
2018-09-28 07:07:38.073,2.2
2018-09-28 07:07:41.073,2.142857142857143
2018-09-28 07:07:44.074,2.142857142857143
2018-09-28 07:07:47.074,2.2
2018-09-28 07:07:50.074,2.1666666666666665
2018-09-28 07:07:53.075,2.2
2018-09-28 07:07:56.075,2.25
2018-09-28 07:07:59.075,2.1666666666666665
2018-09-28 07:08:02.076,2.3333333333333335
2018-09-28 07:08:05.076,2.3333333333333335
2018-09-28 07:08:08.076,2.2
2018-09-28 07:08:11.077,2.1666666666666665
2018-09-28 07:08:14.077,2.1666666666666665
2018-09-28 07:08:17.078,2.3333333333333335
2018-09-28 07:08:20.078,2.1666666666666665
2018-09-28 07:08:23.079,2.25
2018-09-28 07:08:26.079,2.3333333333333335
2018-09-28 07:08:29.079,2.2
2018-09-28 07:08:32.080,2.142857142857143
2018-09-28 07:08:35.080,2.2
2018-09-28 07:08:38.080,4.25
2018-09-28 07:08:41.081,4.166666666666667
2018-09-28 07:08:44.081,4.25
2018-09-28 07:08:47.081,4.25
2018-09-28 07:08:50.082,4.333333333333333
2018-09-28 07:08:53.082,4.142857142857143
2018-09-28 07:08:56.083,4.25
2018-09-28 07:08:59.083,4.2
2018-09-28 07:09:02.083,4.166666666666667
2018-09-28 07:09:05.084,4.25
2018-09-28 07:09:08.084,4.25
2018-09-28 07:09:11.084,4.25
2018-09-28 07:09:14.085,4.333333333333333
2018-09-28 07:09:17.085,4.25
2018-09-28 07:09:20.086,4.142857142857143
2018-09-28 07:09:23.086,4.166666666666667
2018-09-28 07:09:26.086,4.142857142857143
2018-09-28 07:09:29.087,4.2
2018-09-28 07:09:32.087,4.142857142857143
2018-09-28 07:09:35.088,4.25
2018-09-28 07:09:38.088,4.2
2018-09-28 07:09:41.088,4.2
2018-09-28 07:09:44.089,4.2
2018-09-28 07:09:47.089,4.166666666666667
2018-09-28 07:09:50.090,4.25
2018-09-28 07:09:53.090,4.25
2018-09-28 07:09:56.090,4.142857142857143
2018-09-28 07:09:59.091,4.25
2018-09-28 07:10:02.091,4.142857142857143
2018-09-28 07:10:05.091,4.2
2018-09-28 07:10:08.092,4.25
2018-09-28 07:10:11.092,4.142857142857143
2018-09-28 07:10:14.092,4.333333333333333
2018-09-28 07:10:17.093,4.333333333333333
2018-09-28 07:10:20.093,4.142857142857143
2018-09-28 07:10:23.093,4.25
2018-09-28 07:10:26.094,4.333333333333333
2018-09-28 07:10:29.094,4.166666666666667
2018-09-28 07:10:32.095,4.2
2018-09-28 07:10:35.095,4.142857142857143
2018-09-28 07:10:38.095,4.25
2018-09-28 07:10:41.096,4.333333333333333
2018-09-28 07:10:44.096,4.166666666666667
2018-09-28 07:10:47.096,4.333333333333333
2018-09-28 07:10:50.097,4.142857142857143
2018-09-28 07:10:53.097,4.25
2018-09-28 07:10:56.098,4.25
2018-09-28 07:10:59.098,4.25
2018-09-28 07:11:02.098,4.166666666666667
2018-09-28 07:11:05.099,4.25
2018-09-28 07:11:08.099,4.2
2018-09-28 07:11:11.099,4.166666666666667
2018-09-28 07:11:14.100,4.166666666666667
2018-09-28 07:11:17.100,4.142857142857143
2018-09-28 07:11:20.100,4.25
2018-09-28 07:11:23.101,4.2
2018-09-28 07:11:26.101,4.333333333333333
2018-09-28 07:11:29.101,4.25
2018-09-28 07:11:32.102,4.25
2018-09-28 07:11:35.102,4.2
2018-09-28 07:11:38.102,4.333333333333333
2018-09-28 07:11:41.103,4.142857142857143
2018-09-28 07:11:44.103,4.333333333333333
2018-09-28 07:11:47.103,4.142857142857143
2018-09-28 07:11:50.104,4.142857142857143
2018-09-28 07:11:53.104,4.333333333333333
2018-09-28 07:11:56.104,4.25
2018-09-28 07:11:59.105,4.166666666666667
2018-09-28 07:12:02.105,4.142857142857143
2018-09-28 07:12:05.105,4.333333333333333
2018-09-28 07:12:08.106,4.142857142857143
2018-09-28 07:12:11.106,4.142857142857143
2018-09-28 07:12:14.107,4.25
2018-09-28 07:12:17.107,4.25
2018-09-28 07:12:20.107,4.2
2018-09-28 07:12:23.108,4.166666666666667
2018-09-28 07:12:26.108,4.333333333333333
2018-09-28 07:12:29.108,4.142857142857143
2018-09-28 07:12:32.109,4.333333333333333
2018-09-28 07:12:35.109,4.25
2018-09-28 07:12:38.109,4.142857142857143
2018-09-28 07:12:41.110,4.25
2018-09-28 07:12:44.110,4.333333333333333
2018-09-28 07:12:47.110,4.142857142857143
2018-09-28 07:12:50.111,4.166666666666667
2018-09-28 07:12:53.111,6.25
2018-09-28 07:12:56.111,6.142857142857143
2018-09-28 07:12:59.112,6.333333333333333
2018-09-28 07:13:02.112,6.142857142857143
2018-09-28 07:13:05.112,6.2
2018-09-28 07:13:08.112,6.142857142857143
2018-09-28 07:13:11.113,2.2
2018-09-28 07:13:14.113,2.3333333333333335
2018-09-28 07:13:17.114,2.25
